N,sigma,epsilon,rep,method,epsilon_gamma,epsilon_beta,epsilon_rho,delta,beta_true_00,beta_true_01,beta_true_11,beta_est_00,beta_est_01,beta_est_11
100,10.0,1.9953178628215948,0,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,1e-05,0.2,0.02,0.2,0.2942360043525696,0.07289253920316696,0.2816925048828125
100,10.0,1.9953178628215948,1,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.10209401696920395,0.2786414623260498,0.0
100,10.0,1.9953178628215948,1,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,1e-05,0.2,0.02,0.2,0.2821120321750641,0.11321675777435303,0.20752127468585968
100,10.0,1.9953178628215948,2,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.11646905541419983,0.0,0.0
100,10.0,1.9953178628215948,2,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,1e-05,0.2,0.02,0.2,0.30546343326568604,0.09996797889471054,0.2958120107650757
100,10.0,1.9953178628215948,3,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.0,0.0673951655626297,0.16748034954071045
100,10.0,1.9953178628215948,3,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,1e-05,0.2,0.02,0.2,0.31944727897644043,0.14988988637924194,0.2612510025501251
100,10.0,1.9953178628215948,4,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.10425131022930145,0.0,0.0
100,10.0,1.9953178628215948,4,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,1e-05,0.2,0.02,0.2,0.2578585147857666,0.10092137008905411,0.2190033197402954
100,10.0,1.9953178628215948,5,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.008607008494436741,0.12688466906547546,0.18093611299991608
100,10.0,1.9953178628215948,5,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,1e-05,0.2,0.02,0.2,0.2562858760356903,0.11457034945487976,0.2670001685619354
100,10.0,1.9953178628215948,6,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.12814193964004517,0.024328477680683136,0.0
100,10.0,1.9953178628215948,6,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,1e-05,0.2,0.02,0.2,0.3490104675292969,0.10382329672574997,0.22512808442115784
100,10.0,1.9953178628215948,7,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.1079697534441948,0.0,0.0
100,10.0,1.9953178628215948,7,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,1e-05,0.2,0.02,0.2,0.30039677023887634,0.08885186165571213,0.32754868268966675
100,10.0,1.9953178628215948,8,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.1116340309381485
100,10.0,1.9953178628215948,8,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,1e-05,0.2,0.02,0.2,0.2736216187477112,0.11795574426651001,0.33092525601387024
100,10.0,1.9953178628215948,9,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.1045169085264206,0.0,0.0
100,10.0,1.9953178628215948,9,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,1e-05,0.2,0.02,0.2,0.2993810176849365,0.11900175362825394,0.33405521512031555
100,10.0,1.9953178628215948,10,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.10372009873390198,0.0,0.0
100,10.0,1.9953178628215948,10,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,1e-05,0.2,0.02,0.2,0.27657943964004517,0.09716477990150452,0.18018552660942078
100,10.0,1.9953178628215948,11,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.10823535174131393
100,10.0,1.9953178628215948,11,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,1e-05,0.2,0.02,0.2,0.21902449429035187,0.0879565179347992,0.343727171421051
100,10.0,1.9953178628215948,12,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.17855286598205566,0.05188441649079323,0.01832509972155094
100,10.0,1.9953178628215948,12,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,1e-05,0.2,0.02,0.2,0.3044671416282654,0.1234419047832489,0.2454867959022522
100,10.0,1.9953178628215948,13,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.11434422433376312,0.0,0.0
100,10.0,1.9953178628215948,13,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,1e-05,0.2,0.02,0.2,0.3070870339870453,0.08365082740783691,0.24637781083583832
100,10.0,1.9953178628215948,14,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.14977730810642242,0.04669109731912613,0.0
100,10.0,1.9953178628215948,14,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,1e-05,0.2,0.02,0.2,0.2847539186477661,0.13164570927619934,0.367167204618454
100,10.0,1.9953178628215948,15,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.11328181624412537
100,10.0,1.9953178628215948,15,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,1e-05,0.2,0.02,0.2,0.28832221031188965,0.12131813913583755,0.34056583046913147
100,10.0,1.9953178628215948,16,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.10850095748901367
100,10.0,1.9953178628215948,16,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,1e-05,0.2,0.02,0.2,0.23811250925064087,0.13936392962932587,0.2888146936893463
100,10.0,1.9953178628215948,17,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.10584492981433868,0.0,0.0
100,10.0,1.9953178628215948,17,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,1e-05,0.2,0.02,0.2,0.2999013662338257,0.13733616471290588,0.322784423828125
100,10.0,1.9953178628215948,18,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.10584492981433868
100,10.0,1.9953178628215948,18,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,1e-05,0.2,0.02,0.2,0.27877116203308105,0.08930110186338425,0.30993950366973877
100,10.0,1.9953178628215948,19,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.09654881805181503,0.0,0.0
100,10.0,1.9953178628215948,19,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,1e-05,0.2,0.02,0.2,0.23301878571510315,0.10397268831729889,0.3397521674633026
100,20.0,0.9777376351145003,0,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.15818820893764496
100,20.0,0.9777376351145003,0,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,0.360237254113653,1e-05,0.2,0.02,0.2,0.45249149203300476,0.10588052123785019,0.3640736937522888
100,20.0,0.9777376351145003,1,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.10292789340019226
100,20.0,0.9777376351145003,1,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,0.360237254113653,1e-05,0.2,0.02,0.2,0.3900459110736847,0.11483073234558105,0.3076513111591339
100,20.0,0.9777376351145003,2,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.10159094631671906
100,20.0,0.9777376351145003,2,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,0.360237254113653,1e-05,0.2,0.02,0.2,0.43152764439582825,0.11166401207447052,0.43711602687835693
100,20.0,0.9777376351145003,3,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.126992866396904
100,20.0,0.9777376351145003,3,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,0.360237254113653,1e-05,0.2,0.02,0.2,0.4303515553474426,0.1924382895231247,0.3916994631290436
100,20.0,0.9777376351145003,4,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.13234063982963562,0.39766183495521545,0.10249200463294983
100,20.0,0.9777376351145003,4,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,0.360237254113653,1e-05,0.2,0.02,0.2,0.342523992061615,0.09897815436124802,0.35756027698516846
100,20.0,0.9777376351145003,5,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.0,0.355164498090744,0.09505175054073334
100,20.0,0.9777376351145003,5,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,0.360237254113653,1e-05,0.2,0.02,0.2,0.31536999344825745,0.1408819556236267,0.43012478947639465
100,20.0,0.9777376351145003,6,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.4117617607116699,0.18175405263900757,0.0
100,20.0,0.9777376351145003,6,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,0.360237254113653,1e-05,0.2,0.02,0.2,0.4501064717769623,0.10997655987739563,0.3438616096973419
100,20.0,0.9777376351145003,7,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.09535188227891922
100,20.0,0.9777376351145003,7,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,0.360237254113653,1e-05,0.2,0.02,0.2,0.439937949180603,0.16009949147701263,0.415370911359787
100,20.0,0.9777376351145003,8,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.14259053766727448,0.0,0.0
100,20.0,0.9777376351145003,8,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,0.360237254113653,1e-05,0.2,0.02,0.2,0.43612706661224365,0.12910710275173187,0.41673901677131653
100,20.0,0.9777376351145003,9,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.04647662118077278,0.2618570029735565,0.5334236025810242
100,20.0,0.9777376351145003,9,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,0.360237254113653,1e-05,0.2,0.02,0.2,0.44023531675338745,0.12456781417131424,0.4913262724876404
100,20.0,0.9777376351145003,10,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.10827566683292389,0.0,0.0
100,20.0,0.9777376351145003,10,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,0.360237254113653,1e-05,0.2,0.02,0.2,0.35156551003456116,0.13434813916683197,0.25557759404182434
100,20.0,0.9777376351145003,11,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.12209074199199677
100,20.0,0.9777376351145003,11,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,0.360237254113653,1e-05,0.2,0.02,0.2,0.3933798670768738,0.07953264564275742,0.4329322874546051
100,20.0,0.9777376351145003,12,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.10783001780509949
100,20.0,0.9777376351145003,12,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,0.360237254113653,1e-05,0.2,0.02,0.2,0.4699702560901642,0.12048278003931046,0.3814023733139038
100,20.0,0.9777376351145003,13,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.1109495535492897,0.0,0.0
100,20.0,0.9777376351145003,13,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,0.360237254113653,1e-05,0.2,0.02,0.2,0.392718106508255,0.14944346249103546,0.32871443033218384
100,20.0,0.9777376351145003,14,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.11585167795419693
100,20.0,0.9777376351145003,14,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,0.360237254113653,1e-05,0.2,0.02,0.2,0.377593457698822,0.16363896429538727,0.49974480271339417
100,20.0,0.9777376351145003,15,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.09668882191181183
100,20.0,0.9777376351145003,15,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,0.360237254113653,1e-05,0.2,0.02,0.2,0.38470399379730225,0.13897056877613068,0.47946515679359436
100,20.0,0.9777376351145003,16,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.32416290044784546,0.1154673844575882,0.0
100,20.0,0.9777376351145003,16,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,0.360237254113653,1e-05,0.2,0.02,0.2,0.3309646248817444,0.16474877297878265,0.38831350207328796
100,20.0,0.9777376351145003,17,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.08376503735780716
100,20.0,0.9777376351145003,17,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,0.360237254113653,1e-05,0.2,0.02,0.2,0.39762556552886963,0.14463558793067932,0.4787122309207916
100,20.0,0.9777376351145003,18,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.09490623325109482
100,20.0,0.9777376351145003,18,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,0.360237254113653,1e-05,0.2,0.02,0.2,0.38978806138038635,0.08684542030096054,0.43313243985176086
100,20.0,0.9777376351145003,19,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.09847141802310944
100,20.0,0.9777376351145003,19,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,0.360237254113653,1e-05,0.2,0.02,0.2,0.32082560658454895,0.17629747092723846,0.4656220078468323
200,0.5,75.26107361311833,0,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.10919597744941711,0.0,0.0
200,0.5,75.26107361311833,0,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,1e-05,0.2,0.02,0.2,0.21785089373588562,0.021453097462654114,0.20191697776317596
200,0.5,75.26107361311833,1,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.20161616802215576,0.019700000062584877,0.19373737275600433
200,0.5,75.26107361311833,1,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,1e-05,0.2,0.02,0.2,0.20944644510746002,0.02662772499024868,0.2058228850364685
200,0.5,75.26107361311833,2,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.20242424309253693,0.01860000006854534,0.20141413807868958
200,0.5,75.26107361311833,2,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,1e-05,0.2,0.02,0.2,0.1807117611169815,0.06473547220230103,0.19034448266029358
200,0.5,75.26107361311833,3,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.19777777791023254,0.021900000050663948,0.20040403306484222
200,0.5,75.26107361311833,3,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,1e-05,0.2,0.02,0.2,0.2233608514070511,0.015152527950704098,0.21339723467826843
200,0.5,75.26107361311833,4,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.2010101079940796,0.01899999938905239,0.21070706844329834
200,0.5,75.26107361311833,4,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,1e-05,0.2,0.02,0.2,0.22342388331890106,0.013821590691804886,0.22948451340198517
200,0.5,75.26107361311833,5,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.18646465241909027,0.020099999383091927,0.192525252699852
200,0.5,75.26107361311833,5,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,1e-05,0.2,0.02,0.2,0.20322732627391815,0.01735690049827099,0.21718502044677734
200,0.5,75.26107361311833,6,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.19838383793830872,0.02280000038444996,0.19535353779792786
200,0.5,75.26107361311833,6,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,1e-05,0.2,0.02,0.2,0.19661355018615723,0.04570804908871651,0.19279396533966064
200,0.5,75.26107361311833,7,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.1945454478263855,0.017999999225139618,0.192525252699852
200,0.5,75.26107361311833,7,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,1e-05,0.2,0.02,0.2,0.21640422940254211,0.01619536243379116,0.20980946719646454
200,0.5,75.26107361311833,8,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.1967676728963852,0.019999999552965164,0.1965656578540802
200,0.5,75.26107361311833,8,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,1e-05,0.2,0.02,0.2,0.20170466601848602,0.054165054112672806,0.1820899099111557
200,0.5,75.26107361311833,9,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.20363636314868927,0.020099999383091927,0.18747474253177643
200,0.5,75.26107361311833,9,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,1e-05,0.2,0.02,0.2,0.22807160019874573,0.02067592553794384,0.2029416412115097
200,0.5,75.26107361311833,10,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.2052525281906128,0.0203000009059906,0.19474747776985168
200,0.5,75.26107361311833,10,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,1e-05,0.2,0.02,0.2,0.2103257030248642,0.09419787675142288,0.14807139337062836
200,0.5,75.26107361311833,11,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.21252524852752686,0.017799999564886093,0.20242424309253693
200,0.5,75.26107361311833,11,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,1e-05,0.2,0.02,0.2,0.2279655486345291,0.01445364486426115,0.22710786759853363
200,0.5,75.26107361311833,12,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.06430745869874954,0.0961061343550682,0.1349831223487854
200,0.5,75.26107361311833,12,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,1e-05,0.2,0.02,0.2,0.2178613692522049,0.01725819520652294,0.21224212646484375
200,0.5,75.26107361311833,13,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.2010101079940796,0.021800000220537186,0.1987878829240799
200,0.5,75.26107361311833,13,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,1e-05,0.2,0.02,0.2,0.2219545543193817,0.018638012930750847,0.21877281367778778
200,0.5,75.26107361311833,14,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.20020201802253723,0.0203000009059906,0.20202019810676575
200,0.5,75.26107361311833,14,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,1e-05,0.2,0.02,0.2,0.22489261627197266,0.016705870628356934,0.2224777787923813
200,0.5,75.26107361311833,15,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.19777777791023254,0.018400000408291817,0.20565655827522278
200,0.5,75.26107361311833,15,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,1e-05,0.2,0.02,0.2,0.21115867793560028,0.01898927241563797,0.2133491486310959
200,0.5,75.26107361311833,16,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.19494949281215668,0.020999999716877937,0.19515150785446167
200,0.5,75.26107361311833,16,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,1e-05,0.2,0.02,0.2,0.21366380155086517,0.01799256168305874,0.2125130146741867
200,0.5,75.26107361311833,17,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.1987878829240799,0.01940000057220459,0.2010101079940796
200,0.5,75.26107361311833,17,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,1e-05,0.2,0.02,0.2,0.1496647447347641,0.11900891363620758,0.18660789728164673
200,0.5,75.26107361311833,18,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.21919192373752594,0.022199999541044235,0.19272726774215698
200,0.5,75.26107361311833,18,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,1e-05,0.2,0.02,0.2,0.21812298893928528,0.015178482048213482,0.2263467013835907
200,0.5,75.26107361311833,19,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.1967676728963852,0.019600000232458115,0.19313131272792816
200,0.5,75.26107361311833,19,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,1e-05,0.2,0.02,0.2,0.20036602020263672,0.04831475764513016,0.18695540726184845
200,1.0,27.449962502007253,0,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.10919597744941711,0.0,0.0
200,1.0,27.449962502007253,0,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,1e-05,0.2,0.02,0.2,0.22161731123924255,0.01662716455757618,0.20755372941493988
200,1.0,27.449962502007253,1,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.20161616802215576,0.019700000062584877,0.19373737275600433
200,1.0,27.449962502007253,1,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,1e-05,0.2,0.02,0.2,0.2058175653219223,0.02443285845220089,0.22030189633369446
200,1.0,27.449962502007253,2,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.20242424309253693,0.01860000006854534,0.20141413807868958
200,1.0,27.449962502007253,2,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,1e-05,0.2,0.02,0.2,0.1573413908481598,0.1083809956908226,0.17591746151447296
200,1.0,27.449962502007253,3,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.19777777791023254,0.021900000050663948,0.20040403306484222
200,1.0,27.449962502007253,3,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,1e-05,0.2,0.02,0.2,0.22159013152122498,0.016797782853245735,0.20978225767612457
200,1.0,27.449962502007253,4,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.2010101079940796,0.01899999938905239,0.21070706844329834
200,1.0,27.449962502007253,4,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,1e-05,0.2,0.02,0.2,0.22119462490081787,0.013800409622490406,0.22700205445289612
200,1.0,27.449962502007253,5,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.18646465241909027,0.020099999383091927,0.192525252699852
200,1.0,27.449962502007253,5,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,1e-05,0.2,0.02,0.2,0.20259247720241547,0.018678609281778336,0.2177763134241104
200,1.0,27.449962502007253,6,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.19838383793830872,0.02280000038444996,0.19535353779792786
200,1.0,27.449962502007253,6,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,1e-05,0.2,0.02,0.2,0.18460610508918762,0.06465985625982285,0.1893058717250824
200,1.0,27.449962502007253,7,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.1945454478263855,0.017999999225139618,0.192525252699852
200,1.0,27.449962502007253,7,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,1e-05,0.2,0.02,0.2,0.2197190374135971,0.015861203894019127,0.20600390434265137
200,1.0,27.449962502007253,8,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.1967676728963852,0.019999999552965164,0.1965656578540802
200,1.0,27.449962502007253,8,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,1e-05,0.2,0.02,0.2,0.18791337311267853,0.08128499984741211,0.17081664502620697
200,1.0,27.449962502007253,9,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.20363636314868927,0.020099999383091927,0.18747474253177643
200,1.0,27.449962502007253,9,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,1e-05,0.2,0.02,0.2,0.2274438887834549,0.022158034145832062,0.19989612698554993
200,1.0,27.449962502007253,10,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.2052525281906128,0.0203000009059906,0.19474747776985168
200,1.0,27.449962502007253,10,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,1e-05,0.2,0.02,0.2,0.22432509064674377,0.024392081424593925,0.19054552912712097
200,1.0,27.449962502007253,11,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.21252524852752686,0.017799999564886093,0.20242424309253693
200,1.0,27.449962502007253,11,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,1e-05,0.2,0.02,0.2,0.2284509390592575,0.014517982490360737,0.22881190478801727
200,1.0,27.449962502007253,12,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.06430745869874954,0.0961061343550682,0.1349831223487854
200,1.0,27.449962502007253,12,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,1e-05,0.2,0.02,0.2,0.21709679067134857,0.01894102618098259,0.21398361027240753
200,1.0,27.449962502007253,13,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.2010101079940796,0.021800000220537186,0.1987878829240799
200,1.0,27.449962502007253,13,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,1e-05,0.2,0.02,0.2,0.22527895867824554,0.01820870116353035,0.21466583013534546
200,1.0,27.449962502007253,14,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.20020201802253723,0.0203000009059906,0.20202019810676575
200,1.0,27.449962502007253,14,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,1e-05,0.2,0.02,0.2,0.22725895047187805,0.01666531153023243,0.21879826486110687
200,1.0,27.449962502007253,15,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.19777777791023254,0.018400000408291817,0.20565655827522278
200,1.0,27.449962502007253,15,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,1e-05,0.2,0.02,0.2,0.2061978578567505,0.02914242632687092,0.20286306738853455
200,1.0,27.449962502007253,16,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.19494949281215668,0.020999999716877937,0.19515150785446167
200,1.0,27.449962502007253,16,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,1e-05,0.2,0.02,0.2,0.21491548418998718,0.03009621612727642,0.19504567980766296
200,1.0,27.449962502007253,17,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.1987878829240799,0.01940000057220459,0.2010101079940796
200,1.0,27.449962502007253,17,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,1e-05,0.2,0.02,0.2,0.15370354056358337,0.1043103039264679,0.19482581317424774
200,1.0,27.449962502007253,18,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.21919192373752594,0.022199999541044235,0.19272726774215698
200,1.0,27.449962502007253,18,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,1e-05,0.2,0.02,0.2,0.2176162600517273,0.015220247209072113,0.22879798710346222
200,1.0,27.449962502007253,19,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.1967676728963852,0.019600000232458115,0.19313131272792816
200,1.0,27.449962502007253,19,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,1e-05,0.2,0.02,0.2,0.1882365494966507,0.1040053516626358,0.15112635493278503
200,2.0,11.732851621374003,0,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.10923995822668076,0.0,0.0
200,2.0,11.732851621374003,0,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,1e-05,0.2,0.02,0.2,0.2052840143442154,0.025512324646115303,0.20321087539196014
200,2.0,11.732851621374003,1,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.20161136984825134,0.01979229226708412,0.19373245537281036
200,2.0,11.732851621374003,1,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,1e-05,0.2,0.02,0.2,0.21555408835411072,0.023556383326649666,0.21310199797153473
200,2.0,11.732851621374003,2,edge_flip_vem,,,,1e-05,0.2,0.02,0.2,0.2024194598197937,0.018592271953821182,0.20140935480594635
